"name","address","city","state","zipcode","county","latitude","longitude","adp","month","year","fiscalyear","inspectionmonth","inspectionyear","administrativesegregation","calculatedforce","chemicalforce","detainee_detainee_physassault_noseriousinj","detainee_detainee_physassault_seriousinj","detainee_staff_physassault_noseriousinj","detainee_staff_physassault_seriousinj","disciplinaryappeals","disciplinaryappeals_detaineefavor","disciplinaryinfractions","disciplinaryinfractions_guilty","disciplinarysegregation","force_seriousinjury","hungerstrikes","immediateforce","infectiousdiseasesconfirmed","infectiousdiseasesreported","medicalobservation","medicalsegregation","mentalhealthobservation","mentalhealthsegregation","nonlethalweaponsincidents","offsiteemergencycare","offsitemedicalcare","offsitementalhealthcare","outsidemedicalreferrals","pointrestraints","sanctionsover60days","sexual_detaineedetainee","sexual_detaineedetainee_sub","sexual_detaineeinmate","sexual_detaineeinmate_sub","sexual_detaineestaff","sexual_detaineestaff_sub","sexual_inmatedetainee","sexual_inmatedetainee_sub","sexual_staffdetainee","sexual_staffdetainee_sub","sickcallencounters","sickcallrequests","stripsearches","suicideattempts","suicideconstantmentalhealthwatch","disciplinary_filed","disciplinary_sub","food_filed","food_sub","force_filed","force_sub","library_filed","library_sub","mail_filed","mail_sub","medical_filed","medical_sub","other_filed","other_sub","prop_filed","prop_sub","safety_filed","safety_sub","sanitation_filed","sanitation_sub","sexualassault_sub","sexualassult_filed","solitary_filed","solitary_sub","staffconduct_filed","staffconduct_sub","visitation_filed","visitation_sub"
"HUTTO CCA","1001 WELCH STREET","Taylor","TX",76574,"Williamson",30.565077,-97.419691,243.96249673243,11,2020,2021,3,2021,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"HUTTO CCA","1001 WELCH STREET","Taylor","TX",76574,"Williamson",30.565077,-97.419691,124.092058023143,6,2020,2020,3,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,0,0,0,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HUTTO CCA","1001 WELCH STREET","Taylor","TX",76574,"Williamson",30.565077,-97.419691,8.01040595621453,8,2020,2020,3,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"HUTTO CCA","1001 WELCH STREET","Taylor","TX",76574,"Williamson",30.565077,-97.419691,70.6018173747858,4,2021,2021,3,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,534.437813035999,8,2019,2019,2,2020,35,1,4,4,0,0,0,4,0,83,83,26,0,1,10,2,12,18,0,17,0,0,7,1,1,23,3,0,0,0,0,0,0,0,0,0,0,0,486,693,221,0,6,4,0,0,0,0,0,0,0,0,0,2,0,35,2,2,2,0,0,4,0,0,0,0,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,588.160241021686,1,2020,2020,2,2020,19,0,1,3,2,0,0,0,0,80,77,15,0,0,2,3,5,20,0,6,0,0,5,1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,587,657,606,0,2,0,0,5,0,0,0,0,0,0,0,4,0,28,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,31.6403520205,5,2021,2021,2,2022,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,3,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,42.8924452482453,12,2020,2021,2,2021,1,0,1,0,0,0,0,0,0,5,4,1,0,2,1,0,0,7,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,180,4,0,5,0,0,0,0,0,0,2,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,87.5656676295714,2,2021,2021,2,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,488.696132597,10,2020,2021,2,2021,5,0,0,0,0,0,0,1,0,23,23,2,0,0,0,1,1,15,0,1,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,188,257,0,0,0,3,0,3,0,0,0,1,0,1,0,4,0,14,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,582.411911835607,3,2020,2020,2,2021,17,0,0,3,0,0,0,0,0,72,52,7,0,0,0,2,4,12,0,10,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,606,719,380,0,2,3,0,9,0,0,0,1,0,1,0,6,0,30,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,424.855218506854,11,2020,2021,2,2021,10,0,3,2,0,0,0,0,0,26,21,8,0,0,3,0,0,8,0,6,0,0,2,1,1,9,1,0,0,0,0,0,0,0,0,0,1,0,106,168,2,0,2,0,0,2,0,0,0,7,0,0,0,1,0,26,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,13,12,2021,2022,2,2022,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,21.860611955928,11,2021,2022,2,2022,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,20.002039613579,10,2021,2022,2,2022,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,313.431655258416,9,2020,2020,2,2021,4,0,0,1,0,1,0,3,2,21,17,3,0,0,0,0,0,6,0,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,240,264,1,0,1,5,0,5,0,0,0,0,0,0,0,7,1,21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,620.009012844857,12,2019,2020,2,2020,26,0,0,1,0,0,0,0,0,50,49,1,0,0,0,3,4,13,0,13,0,0,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,598,682,568,0,3,0,0,10,0,0,0,1,0,1,0,9,0,20,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,56.0730344541429,4,2021,2021,2,2022,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,31,45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,716.55471978025,2,2019,2019,2,2020,21,0,5,3,1,0,0,0,0,32,19,5,0,0,6,12,14,18,0,7,0,0,7,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,322,428,379,0,2,0,0,0,0,0,0,0,0,0,0,3,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,411.6113834852,7,2020,2020,2,2021,19,0,2,2,0,1,0,8,0,85,71,16,0,0,5,201,201,12,0,3,0,0,6,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,247,368,1,0,1,2,0,16,0,2,0,1,0,0,0,17,0,45,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,12.8668496926774,1,2022,2022,2,2022,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,640.108231969001,7,2019,2019,2,2020,35,2,2,3,0,0,0,2,0,106,103,21,0,1,4,1,6,21,0,8,0,0,1,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,549,693,208,0,4,2,0,3,0,0,0,0,0,0,0,6,1,32,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,539.947419480285,5,2020,2020,2,2021,12,0,0,3,0,1,0,0,0,60,48,9,0,1,1,2,2,8,0,5,0,0,2,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,412,509,2,0,2,0,0,6,3,0,0,0,0,0,0,9,0,41,0,4,1,0,0,1,0,0,0,0,0,2,0,1,1
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,17.9786871235882,8,2021,2021,2,2022,1,0,0,0,0,0,0,1,0,9,8,0,0,2,0,0,0,5,3,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,654.878787879,11,2019,2020,2,2020,20,0,2,3,0,0,0,0,0,75,74,11,0,0,5,1,4,19,0,10,0,0,11,3,1,11,0,0,0,0,0,0,0,0,0,0,0,0,634,720,559,1,2,0,0,2,0,1,0,0,0,2,0,8,1,29,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,644.986638674501,9,2019,2019,2,2020,15,0,0,4,0,0,0,2,0,56,53,13,0,0,1,5,7,17,0,10,0,0,10,3,1,12,0,0,0,0,0,0,0,0,0,0,0,0,584,781,450,0,4,2,0,1,0,0,0,2,0,0,0,6,0,30,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,100.121856869286,1,2021,2021,2,2021,6,0,0,1,0,0,0,0,0,23,18,1,0,0,0,0,0,15,0,2,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,76,123,0,0,1,1,0,1,0,0,0,0,0,0,0,5,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,21.4229245655715,9,2021,2021,2,2022,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,26.049859372,6,2021,2021,2,2022,1,0,0,0,0,0,0,0,0,9,8,0,0,1,0,0,0,4,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,21,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,11,0,5,0,0,0,1,0,0,0,0,0,3,0,1,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,753.4276734814,4,2019,2019,2,2020,24,2,1,5,0,0,0,3,0,102,98,15,0,0,3,3,4,16,0,16,0,0,5,2,1,8,3,0,0,0,0,0,0,0,0,0,0,0,633,921,644,0,4,3,0,5,1,0,0,0,0,2,0,4,1,25,1,3,1,1,0,1,0,0,0,3,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,22.4857772783448,7,2021,2021,2,2022,1,0,0,0,0,1,0,1,0,2,2,0,1,0,1,0,0,5,1,0,0,0,3,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,17,19,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,734.952299639,6,2019,2019,2,2020,46,1,5,7,0,1,0,2,0,109,103,24,0,3,7,0,30,24,0,5,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,526,715,8,0,2,2,0,3,0,0,0,0,0,0,0,4,1,40,0,3,0,4,0,2,0,0,0,1,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,278.563078105357,8,2020,2020,2,2021,12,0,0,2,0,1,0,1,0,76,69,11,0,1,1,6,6,15,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,341,351,1,0,1,1,0,2,0,0,0,0,0,0,0,10,1,17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,772.1561761225,5,2019,2019,2,2020,41,0,0,6,0,0,0,2,0,110,103,14,0,0,0,10,12,19,0,8,0,0,2,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,692,971,532,0,4,2,0,4,1,0,0,0,0,0,0,18,0,32,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,79.4879065544999,3,2021,2021,2,2022,3,0,0,0,0,0,0,1,0,12,8,2,0,0,0,0,0,10,7,3,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,63,80,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,598.699686379143,4,2020,2020,2,2021,33,0,2,5,0,0,0,1,0,60,51,26,0,0,2,1,2,16,0,0,0,0,4,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,510,622,0,0,0,4,1,4,1,0,0,1,0,1,0,9,0,46,3,7,2,0,0,2,0,0,0,1,0,1,0,1,1
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,621.795300934059,10,2019,2020,2,2020,17,2,4,3,0,2,0,3,0,82,77,26,0,1,6,2,5,22,0,10,0,0,12,2,0,14,3,0,0,0,0,0,0,0,0,0,0,0,566,713,531,1,4,3,0,6,0,0,0,0,0,2,0,8,1,35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,413.857244029572,6,2020,2020,2,2021,32,0,1,4,0,0,0,1,0,110,88,21,0,0,1,132,132,37,0,6,0,0,9,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,309,643,2,0,2,1,0,4,0,0,0,0,0,2,0,16,1,26,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,582.983666958,2,2020,2020,2,2021,21,0,5,5,0,0,0,0,0,88,73,17,0,0,5,1,6,28,0,7,0,0,9,0,1,18,2,0,0,0,0,0,0,0,0,0,0,0,637,777,724,0,2,0,0,0,0,1,0,2,0,0,0,4,0,15,0,6,0,1,0,0,0,0,0,1,0,1,0,0,0
"IMMIGRATION CENTERS OF AMERICA FARMVILLE","508 WATERWORKS ROAD","Farmville","VA",23901,"Prince Edward",37.323174,-78.437472,738.5376209155,3,2019,2019,2,2020,23,1,3,6,0,0,0,2,1,82,77,10,0,0,4,8,12,17,0,11,0,0,6,2,2,9,4,0,0,0,0,0,0,0,0,0,0,0,693,967,585,1,3,2,1,4,0,0,0,0,0,0,0,8,0,22,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0
"IMPERIAL REGIONAL DETENTION FACILITY","1572 GATEWAY","Calexico","CA",92231,"Imperial",32.68755,-115.541,543.909090909,12,2021,2022,1,2022,6,0,0,1,1,0,0,0,0,10,9,1,0,0,1,5,5,11,0,10,0,0,1,1,2,47,0,0,0,0,0,0,0,0,0,0,0,0,561,612,0,1,6,0,0,3,0,0,0,1,0,0,0,24,0,34,10,4,0,0,0,2,0,0,0,1,0,8,0,0,0
"IMPERIAL REGIONAL DETENTION FACILITY","1572 GATEWAY","Calexico","CA",92231,"Imperial",32.68755,-115.541,319.241748027214,4,2021,2021,1,2022,6,1,0,0,0,1,0,2,0,12,9,5,0,0,4,80,80,5,0,1,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,315,328,0,1,1,2,0,0,0,1,0,3,1,1,0,9,0,16,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0
"IMPERIAL REGIONAL DETENTION FACILITY","1572 GATEWAY","Calexico","CA",92231,"Imperial",32.68755,-115.541,636.051557732214,12,2019,2020,1,2020,26,0,0,3,0,0,0,0,0,16,16,8,0,1,3,23,23,89,0,2,0,0,2,1,0,25,0,0,0,0,0,0,0,0,0,0,1,0,676,740,0,0,2,0,0,1,0,0,0,0,0,2,1,1,0,22,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0
"IMPERIAL REGIONAL DETENTION FACILITY","1572 GATEWAY","Calexico","CA",92231,"Imperial",32.68755,-115.541,691.413552499,7,2019,2019,1,2020,19,0,0,5,1,0,0,1,0,20,17,13,0,0,0,19,19,176,0,4,0,0,2,0,0,44,0,0,2,0,0,0,0,0,0,0,0,0,748,779,0,0,4,1,0,0,0,0,0,0,0,0,0,8,0,12,2,1,0,1,0,0,0,0,0,0,0,12,0,0,0
"IMPERIAL REGIONAL DETENTION FACILITY","1572 GATEWAY","Calexico","CA",92231,"Imperial",32.68755,-115.541,634.063705113972,1,2020,2020,1,2021,21,0,0,6,0,0,0,3,2,26,26,16,0,0,0,4,4,34,0,6,0,0,2,0,1,36,0,0,1,0,0,0,0,0,0,0,0,0,680,730,0,4,6,6,2,0,0,0,0,0,0,1,0,5,0,41,7,1,0,0,0,1,1,0,0,0,0,1,0,2,0
"IMPERIAL REGIONAL DETENTION FACILITY","1572 GATEWAY","Calexico","CA",92231,"Imperial",32.68755,-115.541,705.07181434673,1,2019,2019,1,2020,19,0,0,5,0,0,0,0,0,18,13,10,0,0,1,8,8,236,0,2,0,0,1,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,809,886,0,0,2,0,0,1,0,0,0,0,0,0,0,15,0,27,10,1,0,0,0,1,0,0,0,0,0,5,0,0,0
"IMPERIAL REGIONAL DETENTION FACILITY","1572 GATEWAY","Calexico","CA",92231,"Imperial",32.68755,-115.541,618.57580538349,10,2019,2020,1,2020,15,0,0,4,0,0,0,0,0,11,11,10,0,0,0,21,21,109,0,1,0,0,2,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,776,801,0,0,1,0,0,1,0,0,0,2,0,2,1,14,0,38,7,3,2,0,0,0,0,0,0,0,0,14,0,1,0
"IMPERIAL REGIONAL DETENTION FACILITY","1572 GATEWAY","Calexico","CA",92231,"Imperial",32.68755,-115.541,306.663258728464,1,2021,2021,1,2022,12,0,0,0,0,0,0,0,0,16,15,5,0,0,1,4,4,8,0,2,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,526,547,0,1,2,0,0,0,0,0,0,2,0,1,0,14,0,18,0,1,0,0,0,1,0,0,0,0,0,9,0,0,0
"IMPERIAL REGIONAL DETENTION FACILITY","1572 GATEWAY","Calexico","CA",92231,"Imperial",32.68755,-115.541,637.329326338893,3,2020,2020,1,2021,16,0,0,2,0,0,0,2,0,9,9,3,0,0,0,1,1,13,0,5,0,0,2,0,0,32,0,0,1,0,0,0,0,0,0,0,0,0,596,611,0,0,2,7,0,7,3,0,0,5,0,2,0,11,0,63,2,2,0,0,0,0,0,0,0,0,0,12,0,0,0
"IMPERIAL REGIONAL DETENTION FACILITY","1572 GATEWAY","Calexico","CA",92231,"Imperial",32.68755,-115.541,219.874100720571,8,2020,2020,1,2021,8,0,0,1,0,0,0,1,0,3,3,7,0,2,1,1,1,28,0,4,0,0,5,1,1,27,0,0,0,0,0,0,0,0,0,0,1,0,340,355,0,3,3,1,0,4,1,0,0,1,0,2,0,6,0,17,4,2,0,0,0,0,0,0,0,0,0,7,0,1,0
"IMPERIAL REGIONAL DETENTION FACILITY","1572 GATEWAY","Calexico","CA",92231,"Imperial",32.68755,-115.541,670.1638347095,5,2019,2019,1,2020,16,0,0,3,0,0,0,1,0,10,8,5,0,0,1,16,16,176,0,2,0,0,1,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,805,872,0,0,2,1,0,3,2,0,0,0,0,1,0,5,0,26,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"IMPERIAL REGIONAL DETENTION FACILITY","1572 GATEWAY","Calexico","CA",92231,"Imperial",32.68755,-115.541,560.916055221714,5,2020,2020,1,2021,11,0,0,4,0,0,0,0,0,8,8,5,0,0,2,2,2,40,0,1,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,513,538,0,1,1,2,0,5,1,0,0,3,0,1,0,11,0,44,11,2,1,0,0,2,0,0,0,0,0,4,0,0,0
"IMPERIAL REGIONAL DETENTION FACILITY","1572 GATEWAY","Calexico","CA",92231,"Imperial",32.68755,-115.541,657.840087329,8,2019,2019,1,2020,11,0,0,0,0,0,0,3,0,9,8,4,0,0,1,13,13,93,0,2,0,0,3,1,0,38,0,0,1,0,0,0,0,0,0,0,0,0,810,869,0,0,2,3,0,1,1,0,0,0,0,2,0,11,0,42,3,1,0,0,0,0,0,0,0,0,0,3,0,1,0
"IMPERIAL REGIONAL DETENTION FACILITY","1572 GATEWAY","Calexico","CA",92231,"Imperial",32.68755,-115.541,450.078368073897,7,2021,2021,1,2022,11,0,0,3,0,0,0,3,0,26,21,9,0,0,1,15,15,22,0,4,0,0,3,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,414,439,0,0,2,3,0,0,0,0,0,1,0,0,0,16,0,64,5,0,0,2,0,2,0,0,0,0,0,7,0,0,0
"IMPERIAL REGIONAL DETENTION FACILITY","1572 GATEWAY","Calexico","CA",92231,"Imperial",32.68755,-115.541,661.30963494275,6,2019,2019,1,2020,9,0,0,3,0,0,0,0,0,13,12,1,0,0,0,4,4,69,0,0,0,0,1,1,0,38,0,0,1,0,0,0,0,0,0,0,0,0,776,874,0,0,0,0,0,1,1,0,0,0,0,0,0,11,0,32,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"IMPERIAL REGIONAL DETENTION FACILITY","1572 GATEWAY","Calexico","CA",92231,"Imperial",32.68755,-115.541,641.647064364,9,2019,2019,1,2020,16,0,0,1,0,0,0,2,0,10,7,7,0,0,0,20,20,71,0,2,0,0,1,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,748,830,0,0,2,2,1,1,1,0,0,0,0,6,0,10,0,32,4,4,0,0,0,0,0,0,0,0,0,4,0,1,0
"IMPERIAL REGIONAL DETENTION FACILITY","1572 GATEWAY","Calexico","CA",92231,"Imperial",32.68755,-115.541,618.648743515914,4,2020,2020,1,2021,17,0,0,3,0,0,0,8,0,24,24,16,0,2,0,1,1,18,0,2,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,616,650,0,0,2,15,0,1,0,0,0,1,0,1,0,25,1,56,2,2,1,0,0,0,0,0,0,0,0,18,0,0,0
