"name","address","city","state","zipcode","county","latitude","longitude","adp","month","year","fiscalyear","inspectionmonth","inspectionyear","administrativesegregation","calculatedforce","chemicalforce","detainee_detainee_physassault_noseriousinj","detainee_detainee_physassault_seriousinj","detainee_staff_physassault_noseriousinj","detainee_staff_physassault_seriousinj","disciplinaryappeals","disciplinaryappeals_detaineefavor","disciplinaryinfractions","disciplinaryinfractions_guilty","disciplinarysegregation","force_seriousinjury","hungerstrikes","immediateforce","infectiousdiseasesconfirmed","infectiousdiseasesreported","medicalobservation","medicalsegregation","mentalhealthobservation","mentalhealthsegregation","nonlethalweaponsincidents","offsiteemergencycare","offsitemedicalcare","offsitementalhealthcare","outsidemedicalreferrals","pointrestraints","sanctionsover60days","sexual_detaineedetainee","sexual_detaineedetainee_sub","sexual_detaineeinmate","sexual_detaineeinmate_sub","sexual_detaineestaff","sexual_detaineestaff_sub","sexual_inmatedetainee","sexual_inmatedetainee_sub","sexual_staffdetainee","sexual_staffdetainee_sub","sickcallencounters","sickcallrequests","stripsearches","suicideattempts","suicideconstantmentalhealthwatch","disciplinary_filed","disciplinary_sub","food_filed","food_sub","force_filed","force_sub","library_filed","library_sub","mail_filed","mail_sub","medical_filed","medical_sub","other_filed","other_sub","prop_filed","prop_sub","safety_filed","safety_sub","sanitation_filed","sanitation_sub","sexualassault_sub","sexualassult_filed","solitary_filed","solitary_sub","staffconduct_filed","staffconduct_sub","visitation_filed","visitation_sub"
"CATAHOULA CORRECTIONAL CENTER","499 Old Columbia Road","Harrisonburg","LA",71340,"Catahoula",31.77501,-91.836953,180.873492991667,9,2020,2020,10,2020,12,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,6,6,1,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,320,320,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CATAHOULA CORRECTIONAL CENTER","499 Old Columbia Road","Harrisonburg","LA",71340,"Catahoula",31.77501,-91.836953,401.216914811428,6,2020,2020,10,2020,9,0,0,2,0,0,0,0,0,1,1,1,0,1,0,0,0,3,3,0,0,0,2,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,316,316,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CATAHOULA CORRECTIONAL CENTER","499 Old Columbia Road","Harrisonburg","LA",71340,"Catahoula",31.77501,-91.836953,312.637542027286,7,2020,2020,10,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,320,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CATAHOULA CORRECTIONAL CENTER","499 Old Columbia Road","Harrisonburg","LA",71340,"Catahoula",31.77501,-91.836953,327.768661635734,10,2019,2020,10,2020,24,1,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,12,12,2,2,0,2,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CATAHOULA CORRECTIONAL CENTER","499 Old Columbia Road","Harrisonburg","LA",71340,"Catahoula",31.77501,-91.836953,500.212121212,11,2019,2020,10,2020,19,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,650,650,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CATAHOULA CORRECTIONAL CENTER","499 Old Columbia Road","Harrisonburg","LA",71340,"Catahoula",31.77501,-91.836953,426.7567106262,4,2020,2020,10,2020,25,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,13,13,0,0,1,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,350,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CATAHOULA CORRECTIONAL CENTER","499 Old Columbia Road","Harrisonburg","LA",71340,"Catahoula",31.77501,-91.836953,158.792137717321,8,2020,2020,10,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,350,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CATAHOULA CORRECTIONAL CENTER","499 Old Columbia Road","Harrisonburg","LA",71340,"Catahoula",31.77501,-91.836953,523.958006440571,1,2020,2020,10,2020,22,0,0,4,0,0,0,0,0,3,3,3,0,0,0,6,0,10,10,0,0,0,6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,700,700,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,310.249999999429,6,2022,2022,8,2022,5,0,0,1,1,0,0,0,0,9,8,0,0,2,0,60,60,5,0,0,2,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,127,118,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,242.125363708714,12,2019,2020,11,2020,1,0,0,2,0,0,0,0,0,17,14,1,0,0,0,0,0,3,0,0,0,0,2,1,0,39,0,0,1,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,5,5,12,2,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,162.176268765321,1,2021,2021,8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,24.8983431026429,3,2021,2021,8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,28.1109681995,4,2021,2021,8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,223.2399687726,1,2020,2020,11,2020,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,2,1,0,15,0,0,1,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,0,3,2020,2020,11,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,161.433570795857,5,2021,2021,8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,225.285714287536,4,2022,2022,8,2022,4,0,0,2,2,0,0,0,0,20,7,1,0,0,0,10,10,4,0,0,2,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,173,170,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,213.859178905429,7,2020,2020,11,2020,0,0,1,2,0,1,0,0,0,5,2,2,0,0,1,10,10,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,214,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,289.971428574,5,2022,2022,8,2022,7,0,0,2,2,0,0,0,0,6,6,1,0,0,0,7,7,2,0,1,2,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,257,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,47.4700289835715,2,2021,2021,8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,243.258775858724,7,2021,2021,8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,276.424242424,11,2019,2020,11,2020,0,0,1,1,0,0,0,0,0,11,11,3,0,1,1,1,1,3,0,0,0,0,4,1,0,33,0,0,2,1,0,0,0,0,0,0,0,0,129,129,0,0,1,0,0,3,3,0,0,0,0,3,1,9,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,4.3542949578571,5,2020,2020,11,2020,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,2,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118,118,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,233.629375429097,1,2022,2022,8,2022,7,0,0,0,0,2,0,0,0,1,1,0,0,0,1,59,59,2,0,0,3,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,414,414,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,196.392857141571,3,2022,2022,8,2022,3,0,0,0,0,1,0,0,0,8,5,3,0,1,0,15,15,2,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,240,234,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,0,4,2020,2020,11,2020,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,116.098207657962,12,2020,2021,8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,97.7508866422356,10,2021,2022,8,2022,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,33,3,4,0,1,0,0,5,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,293,293,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,206.5,12,2021,2022,8,2022,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,21,3,0,0,1,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,323,323,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,126.577348066,10,2020,2021,11,2020,0,0,0,6,0,0,0,0,0,1,0,5,0,0,0,2,2,3,0,0,0,0,1,0,0,30,0,0,1,0,0,0,0,0,0,0,2,1,269,269,0,0,6,3,0,0,0,0,0,0,0,0,0,11,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,59.5333141321071,2,2020,2020,11,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,110.041891645059,11,2020,2021,8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,37.3796426114286,6,2020,2020,11,2020,0,1,0,1,0,0,0,0,0,4,4,0,0,0,0,15,15,11,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,201,201,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,104.694816689229,9,2021,2021,8,2022,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,12,12,3,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,540,540,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,119.075187357278,9,2020,2020,11,2020,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,26,26,2,0,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,124,124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,202.402363819643,8,2020,2020,11,2020,0,0,1,1,0,0,0,0,0,5,3,2,0,0,1,4,4,1,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,167,167,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,258.632300791286,6,2021,2021,8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,316.890292552281,2,2022,2022,8,2022,7,0,1,1,1,1,0,0,0,22,13,0,0,0,1,15,15,2,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,400,400,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,281.724610061637,7,2022,2022,8,2022,6,1,0,0,0,0,0,0,0,8,0,0,0,2,0,36,36,4,0,0,2,0,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,130,127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,106.833815076695,11,2021,2022,8,2022,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,23,23,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,400,400,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCA, FLORENCE CORRECTIONAL CENTER","1100 BOWLING ROAD","FLORENCE","AZ",85132,"",33.0371529,-111.3714157,209.68499573553,8,2021,2021,8,2022,1,0,0,0,0,0,0,0,0,4,4,1,0,0,0,38,38,2,1,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,151,151,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHARLESTON COUNTY DETENTION CENTER","3841 Leeds Avenue","North Charleston","SC",29405,"Charleston",32.847201,-80.014173,18.2106685539011,12,2018,2019,12,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHARLESTON COUNTY DETENTION CENTER","3841 Leeds Avenue","North Charleston","SC",29405,"Charleston",32.847201,-80.014173,18.1502224129999,8,2019,2019,12,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHARLESTON COUNTY DETENTION CENTER","3841 Leeds Avenue","North Charleston","SC",29405,"Charleston",32.847201,-80.014173,26.5250749129999,7,2019,2019,12,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHARLESTON COUNTY DETENTION CENTER","3841 Leeds Avenue","North Charleston","SC",29405,"Charleston",32.847201,-80.014173,11.090909091,11,2019,2020,12,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHARLESTON COUNTY DETENTION CENTER","3841 Leeds Avenue","North Charleston","SC",29405,"Charleston",32.847201,-80.014173,12.2508230515777,10,2019,2020,12,2019,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHARLESTON COUNTY DETENTION CENTER","3841 Leeds Avenue","North Charleston","SC",29405,"Charleston",32.847201,-80.014173,17.5252907078285,1,2019,2019,12,2019,0,0,0,2,0,0,0,0,0,4,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHARLESTON COUNTY DETENTION CENTER","3841 Leeds Avenue","North Charleston","SC",29405,"Charleston",32.847201,-80.014173,233.6005910156,4,2019,2019,12,2019,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHARLESTON COUNTY DETENTION CENTER","3841 Leeds Avenue","North Charleston","SC",29405,"Charleston",32.847201,-80.014173,174.21338159825,5,2019,2019,12,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHARLESTON COUNTY DETENTION CENTER","3841 Leeds Avenue","North Charleston","SC",29405,"Charleston",32.847201,-80.014173,88.3679395605,2,2019,2019,12,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,295,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHARLESTON COUNTY DETENTION CENTER","3841 Leeds Avenue","North Charleston","SC",29405,"Charleston",32.847201,-80.014173,78.0578514015,6,2019,2019,12,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHARLESTON COUNTY DETENTION CENTER","3841 Leeds Avenue","North Charleston","SC",29405,"Charleston",32.847201,-80.014173,209.4088888895,3,2019,2019,12,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHARLESTON COUNTY DETENTION CENTER","3841 Leeds Avenue","North Charleston","SC",29405,"Charleston",32.847201,-80.014173,12.7077466960001,9,2019,2019,12,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHASE COUNTY DETENTION FACILITY","301 SOUTH WALNUT STREET","Cottonwood Falls","KS",66845,"Chase",38.367157,-96.538447,34.9097382425714,3,2021,2021,8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,2,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,48,0,0,0,0,,0,,0,,0,0,0,0,1,,6,,0,,0,,0,,0,0,0,,0,0,0,0
"CHASE COUNTY DETENTION FACILITY","301 SOUTH WALNUT STREET","Cottonwood Falls","KS",66845,"Chase",38.367157,-96.538447,64.5736835458572,5,2021,2021,8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,72,0,0,0,0,,0,,0,,0,0,0,0,0,,5,,0,,0,,0,,0,0,0,,1,0,0,0
"CHASE COUNTY DETENTION FACILITY","301 SOUTH WALNUT STREET","Cottonwood Falls","KS",66845,"Chase",38.367157,-96.538447,34.8042421820714,4,2021,2021,8,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,46,0,0,0,0,,0,,0,,0,0,1,0,3,,4,2,1,,0,,0,,0,0,0,,0,0,0,0
"CHASE COUNTY DETENTION FACILITY","301 SOUTH WALNUT STREET","Cottonwood Falls","KS",66845,"Chase",38.367157,-96.538447,56.924242424,12,2021,2022,8,2022,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,26,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
"CHASE COUNTY DETENTION FACILITY","301 SOUTH WALNUT STREET","Cottonwood Falls","KS",66845,"Chase",38.367157,-96.538447,53.4316807352862,10,2021,2022,8,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
